# Filename   exposure 
DSC_0102.png  1              
DSC_0101.png  0.5            
DSC_0100.png  0.25           
DSC_0099.png  0.125           
DSC_0098.png  0.0625         
DSC_0097.png  0.03125        
DSC_0096.png  0.015625      
DSC_0095.png  0.0078125     
DSC_0094.png  0.00390625    
DSC_0093.png  0.001953125   
DSC_0092.png  0.0009765625  
